Pgroup	Pname
DRINK_JUICE	NAP TYMBARK JAB WISNIA
GENERAL_FOOD	KNORR SOS PIECZARKOWY SMIET
CHEMISTRY	PATYCZKI BELLA
ICE_CREAMS_FROZEN	LODY SNIEZYNKI SMIET
GENERAL	PRZYPRAWA POMID CZOSNKOWA CZARNU
ICE_CREAMS_FROZEN	LODY ROZEK
SWEETS	CUKIERKI WERTHERS ORIGINAL
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	CUKROWE PERELKI OETKER
CIGARETTES	PAP RED
VODKA_ALCOHOL	NAP SPIR ABSOLWENT WISNIA
GROATS_RICE_PASTA	MAKARON CZANIECKI RYZOWY
VODKA_ALCOHOL	NAP SPIR PORZECZKOWA
VODKA_ALCOHOL	WODKA KRUPNIK PREMIUM
BEER	PIWO FOX PUSZKA MOCNE
ICE_CREAMS_FROZEN	LODY KOLORKI MAX
CHEMISTRY	KREM STOP
GENERAL_FOOD	WIN GALARETKA CYTRYNOWA
FISH	SLEDZIK RAZ LISNER CEBULKA
SWEETS	GRZESKI MEGA KAKAO
CIGARETTES	EQLUB
GENERAL	SZNURA KANAPKA SCHABEM
DRINK_JUICE	HELLENA POMARANCZOWY
DAIRY_CHESSE	SER PLASRTY SZYNKA LACTIMA
COOKIES_BULK	CIASTKA VAT POLEWIE
DRINK_JUICE	FRUGO ZIELONE PET
ICE_CREAMS_FROZEN	PIZZA GUSTAVO
DAIRY_CHESSE	GOS SMIETANKA GOSTYN
DRINK_JUICE	PEPSI COLA PUSZKA
SPICES	MARCO POLO POMIDOR RUKOLA
GENERAL_FOOD	AMINO BLYSK POMIDOROWA
BREAD	CHLEB ZIARNISTY KROJONY
GENERAL_FOOD	PIWO BOJAN TRADYCYJNE ZWR
SWEETS	RYZ PREPAROWANY
CHEMISTRY	PLYTA DVD
GENERAL_FOOD	CHEETOS MIX UPS
DRINK_JUICE	NAP NAPPI JABLKO WISNIOWY
CHEMISTRY	BRAIT KULKI
GENERAL_FOOD	WIN BARSZCZ CZERWONY
SPICES	PROSZEK PIECZENIA
VODKA_ALCOHOL	WODKA BOLS
CHEMISTRY	SZAMPON RUMIANEK EVA NATURA
CIGARETTES	PAP PAL MAL KLIK
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	PAPRYKA KONS SLONECZNY OGROD
SWEETS	KINDER JAJKO JOY
VODKA_ALCOHOL	NAP SPIR ZOLADKOWA GORZKA
DAIRY_CHESSE	SER PLASTRY GOUDA LACTIMA
CHEMISTRY	PATYCZKI HIG MEA SZT
DRINK_JUICE	NAP TYMBARK POM BRZOSK
BREAD	ROGALE GNIAZDO SMIET EKLER OMLET
SOCKS_THIGHTS	SKARPETY DAMSKIE
CIGARETTES	ZAPALNICZKA KOLOR
DRINK_JUICE	NAP TYMBARK MUS TRUSK
CHEMISTRY	WORECZKI SNIADANIOWE SZT
VODKA_ALCOHOL	NAP SPIR GREJPFRUTOWA
VEGETABLES	SUROWKA POROWA KUBEK
CHEMISTRY	PAPIER TOAL ROL WAR
VODKA_ALCOHOL	WHISKY JACK DANIELS
ICE_CREAMS_FROZEN	LODY KAKTUS
SWEETS	CIASTKA PALUSZKI MALINA
CHEMISTRY	CLIN ZAPAS
CHEMISTRY	BLOK RYSUNKOWY
SWEETS	SCHOGETTEN CZEKOL YOGURT
COFFEE TEA	KAWA WOSEBA GOLD
DRINK_JUICE	NAP ENER MAX MOJITO
GROATS_RICE_PASTA	PLATKI OWSIANE PLONY ZBOZ
VODKA_ALCOHOL	WODKA WYBOROWA PORZECZKA
GENERAL_FOOD	PLATKI OWSIAN GORSKIE
DAIRY_CHESSE	JOGOBELLA EXOTIC
GENERAL_FOOD	SKORUPKA BURACZKI MIAZGA
CHEMISTRY	PLYN AJAX FDF FIOLETOWY
DRINK_JUICE	NAP VOLCANO COLA LEPSZY SMAK GAZ
BREAD	CHLEB KROJONY
SWEETS	MILKA CZEK NADZ
ICE_CREAMS_FROZEN	ROZEK OREO
DRINK_JUICE	WODA ZYWIEC CYTRYNA
GENERAL_FOOD	PUDL FASOLA BIALA PUSZKA
CHEMISTRY	ZNICZ KWIAT
OILS	PRYMAT CZOSNEK GRANULOWANY
OILS	PROFI PASZTET PIKANTNY
SWEETS	DRAZE KOKOSOWE KORSARZ SKAWA
SWEETS	DELICJE WISNIOWE WEDEL
GENERAL_FOOD	SERDELKI DROBIEM
DRINK_JUICE	PRYMAT SOS SALATKOWY CZOSNKOWY
GENERAL	BATON LION LATTE
SWEETS	PREZERWATYWA SZT
ART._HYGIENIC	BELLA PODPASKI NORMAL SKRZYD
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	KUBUS MARCHEW JABLKO MALINA
SWEETS	GRZESKI MEGA KAKAO
SWEETS	BOMB MERCI
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	WINO KADARKA SLD BARTEX
SPICES	MARCO POLO LUBCZYK LISC
SWEETS	MILKA BIALA CZEKOLADA
TABLETS	WODA UTLENIONA
ICE_CREAMS_FROZEN	LODY TWISTER BLACK
FISH	FILETY MAKRELI OLEJU FALA
GENERAL_FOOD	ALMETTE SZPINAK
BEER	PIWO WSZELKA CENE
DAIRY_CHESSE	BAKOMA ZBOZ BRZOSKWONIA
SPICES	CUKIER WANILIOWY ZIOLOPEX
BEER	PIWO SOMERSBY BEZW
SWEETS	BATON IKAR XXL WAWEL
COFFEE TEA	HERBATA MIETA POSTI EXPRES
COFFEE TEA	CIASTKA MARKIZY BLACKY
SOCKS_THIGHTS	SKARPETKI BALLERINA
CHEMISTRY	BREF KULKI PERFUME
GENERAL_FOOD	ZUPA VIVON KURCZAK PIKANTNY
DAIRY_CHESSE	ACIATY SEKEK SMIETANKOWY
CHIPS_FLAKES	POP CORN
CHIPS_FLAKES	STAR CHIPS PAPRYKA
GENERAL_FOOD	CUKIERKI KROWKA
COOKIES_BULK	CUKIERKI MIESZ KRAKOWSKA WAWEL
GENERAL_FOOD	KIELBASA SLASKA
GENERAL_FOOD	KNORR POMIDOROWA MAKARON
TABLETS	TABLETKI APAP EXTRA SZT
CIGARETTES	PAP GOLD
VODKA_ALCOHOL	WODKA
DRINK_JUICE	NAP HORTEX MARCHWIOWY VITAMINKA
MEAT	SZYNKA BIALA
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	NAP ENERGETYCZNY MAX PUSZKA
CIGARETTES	PAP RGD MINT SUP SLIM
DRINK_JUICE	HELLENA TRUSK MALINA
CANNED_PATE	PUDL GROSZEK KONSERWOWY
GENERAL	CYKORIA BUDYN MALINOWY CUKRU
DAIRY_CHESSE	HOCH TWAR KANAPKOWY SZCZYPIOREK
MEAT	SZYNKA KONSERWOWA
SWEETS	JAJKO NIESPODZIANKA
DAIRY_CHESSE	KASZKA MANNA JAGODAMI CZARNKOW
CHEWING_GUM_LOLIPOPS	GUMA AIRWAVES PORZECZKA DRAZE
WINE_ALCOHOL 18%	WINO FRESCO CZER SLOD
DRINK_JUICE	SYROP MALINA HERBAPOL
GENERAL_FOOD	KRARERSY TALARKI
GENERAL_FOOD	DZEM OGROD WISNIA
BEER	PIWO KSIAZECE CIEMNE
DAIRY_CHESSE	GOS TWAROG POLTLUSTY CHUDY LUZ
SWEETS	GOPL CZEKOLADA GORZKA
DAIRY_CHESSE	GOS MLEKO ZAG NIES LIGHT GOSTYN
DAIRY_CHESSE	CZARNKOW SEREK HOM BRZOSK
VEGETABLES	MARCHEW MINI CALA NORDIS
CANNED_PATE	ROLNIK SELER WYBORNY
BREAD	CIASTKA KRUCHPLACEK DROZDZOWY
CHEMISTRY	NAP SPRITE PUSZKA
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	WIN MAJONEZ
GROATS_RICE_PASTA	KASZA JAGLANA
SPICES	GALEO CZOSNEK GRANULOWANY
DAIRY_CHESSE	SER MOZZARELLA
OCCASIONAL	ZNICZ MALY
CHEMISTRY	SCIERKA SZT
OILS	PRYMAT CZOSNEK GRANULOWANY
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	PUDL KETCHUP PIKANTNY
SWEETS	CIASTKA BEZY LUZ
SWEETS	BISZKOPT GALARETKA
VODKA_ALCOHOL	WODKA LUKSUSOWA
GENERAL_FOOD	KAMIS MUSZTARDA SAREPSKA
BREAD	CHLEB DWORSKI
FISH	FILETY SLEDZ SMIETANIE MARINUS
CANNED_PATE	FASOLA CZERWONA DAWTONA
SWEETS	PAP LINK BLU
BEER	PIWO TATRA JASNE BUTELKA
CHEMISTRY	GILELETTE PIANKA GOLENIA
GENERAL_FOOD	WIN ZUPA ZUREK
SWEETS	CIASTKA DESIMO POMARA
SWEETS	GUMA ROZPUSZCZALNA KREDKA
ICE_CREAMS_FROZEN	WODA DOBROWIANKA GAZ LEKKI
WINE_ALCOHOL 18%	WINO BARON
VODKA_ALCOHOL	WODKA WYBOROWA
DAIRY_CHESSE	BAKOMA JOGURT NATURALNY
CHIPS_FLAKES	LAYS SOLONE
ICE_CREAMS_FROZEN	WARZYWA PATELNIE WIEJSKI NORDIS
CIGARETTES	PAP MARLBORO RED MIEKK
GENERAL_FOOD	NALESNIKI SEREM
DAIRY_CHESSE	TWAROG PRESIDENT
SPICES	WIN KOSTKA MIESNA
CHEMISTRY	BREF FORMULA LEMON
GENERAL_FOOD	OGORKI KONSERW DAWTONA
GROATS_RICE_PASTA	DANIE KACHNY STROGONOW
CIGARETTES	PAP CHESTERFILD BLU
SWEETS	BATON LION BLACK WHITE
GENERAL	PAPRYKARZ RYBKA DLA JUNIORA
GENERAL	KUBUS MULTIWITAMINA
BEER	PIWO ZYWIEC BUTELKA
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	POMIDORY DAWTONA SKORKI KROJONE
DRINK_JUICE	NAP TYMBARK JAB BRZOSK
CANNED_PATE	PIEROGI SEM GRZESKOWIAK
DAIRY_CHESSE	GOS MLEKO UHT GOSTYN
VODKA_ALCOHOL	NAP SPIR SOPLICA PIGWOWA
DRINK_JUICE	NAP COCA COLA ZERO
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	TWAROG SOLANKOWY WEDZONY CYLINDER
BEER	PIWO BOJAN MALINOWE ZWROT
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	DANIE KACHNY FLACZKI ZAMOJSKU
GENERAL_FOOD	OCET JABLKOWY
DRINK_JUICE	WODA USTRONIANKA GAZ CYTR
CHEMISTRY	PERSIL ZEL PRANIA
CIGARETTES	PAP MENTHOL SUPER SLIM
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	MIX EKSTRA PASLECKIE
EGGS	JAJKA SZT LIPOWCZYK
VEGETABLES	PAPRYKA CZERWONA ZOLTA
WINE_ALCOHOL 18%	WINO WALDWEIN JAGOGA ODKIE
BEER	PIWO WARKA RADLER PUSZKA CYTRYNA
DRINK_JUICE	KUBUS WOTER WODA
GENERAL	MLEKO KOKOSOWE
SWEETS	BATON LION PEANUT
GENERAL_FOOD	PYZY CIAZYNSKI
ICE_CREAMS_FROZEN	PIZZA SERY
DAIRY_CHESSE	SER SMAZONY SREM
SWEETS	LEP MUCHY BROS
SPICES	PRZYPRAWA RYB CYKORIA
VODKA_ALCOHOL	WODKA ABSOLWENT
CIGARETTES	PAP PAL MAL MINT
DRINK_JUICE	WODA ZYWIEC SMOCZEK
WINE_ALCOHOL 18%	WINO MARTINI BIANCO
MEAT	FILET PIERSI KURCZAKA
CHEMISTRY	WKLADKI PANTY INTIMA
GENERAL	BANKI MYDLANE
CHEMISTRY	LAKIER WLOSOW EVA
SWEETS	HERBATNIKI
ICE_CREAMS_FROZEN	LODY PRINCESSA KOKOS
CHEMISTRY	SZAMPON POKRZYWA EVA NATURA
VEGETABLES	BROKUL
SPICES	CYKORIA KURKUMA
CHIPS_FLAKES	LAYS SZARPANA WIEPRZOWINA SOSIE
BEER	PIWO WARZACY CHMIELEM BEZWROT
SWEETS	HERBATNIKI FAMILIJNE MURZYNKI
CHEMISTRY	BREF KULKI
DAIRY_CHESSE	JOGURT DUET
CHEMISTRY	EVA MYDLO PLYNIE DOZOW
DAIRY_CHESSE	SER MASCARPONE SMIET KREMOWY
DRINK_JUICE	HELLENA ORANZADA BIALA GAZ
OILS	AMINO BLYSK OGORKOWA
GENERAL_FOOD	CYKORIA BUDYN SMIETANKOWY
ICE_CREAMS_FROZEN	ZAPIEKANKA PIECZAR
WINE_ALCOHOL 18%	WINO MOGEN LROZOWE
GROATS_RICE_PASTA	SER PLASTRY MLECZ ZAGRODA SZWAJCAR
GENERAL_FOOD	SERDELKI DROBIEM
DAIRY_CHESSE	SER MASCARPONE MLEKOMA
CHEMISTRY	FARBY PLAKATOWE KOLOR
DRINK_JUICE	NAP MARTON KIWI GAZ
COFFEE TEA	HERBATA EXP AKBAR
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	SLIWKI SUSZONE KRESTO
DRINK_JUICE	ZBYSZKO CYTRYNY GAZ
CHIPS_FLAKES	PIANKA PUF SZT
DAIRY_CHESSE	BAKOMA PREMIUM BRZOS MARAKUJ
DRINK_JUICE	WODA KROPLA BESKIDU GAZ
CHEMISTRY	MYDLO PALMOLIVE MILD
ICE_CREAMS_FROZEN	LODY ROLADA
CHEMISTRY	ZESZYT KRATKE
CIGARETTES	GILZY WRB
GENERAL_FOOD	SMAK MAK WIEPRZOWINKA GALARECIE
DRINK_JUICE	WODA CISOWIANKA LEKKI GAZ
GENERAL_FOOD	PASZTET DROBIOWY DROP
SWEETS	CIASTKA DESSIMO WISNIOWE
DAIRY_CHESSE	SER FAVITA
GENERAL_FOOD	FASOLA BOCZKIEM
SOCKS_THIGHTS	RAJSTOPY DEN XXL
CHEWING_GUM_LOLIPOPS	HARIBO GOLD
DAIRY_CHESSE	HOCH TWAR KANAPKOWY SMIETANA
VODKA_ALCOHOL	NAP SPIR ZYTNIOWKA CHLEBOWA
VODKA_ALCOHOL	WODKA CZYSTA LUXE
DRINK_JUICE	WODA CISOWIANKA LEKKI GAZ
COOKIES_BULK	CIASTKA KRAKUSKI KAKAOWE
GENERAL_FOOD	KNORR SOS SAL PAP ZIOLA
DAIRY_CHESSE	GOS MLEKO ZAGESZCZ GOSTYN
DRINK_JUICE	NAP MIRINDA MANDARIN
SWEETS	PETIT BERRY KRAKUSKI BAHLSEN
DAIRY_CHESSE	DROZDZE PIEKARSKIE
BREAD	CHLEB ZIARNISTY KROJONY
DRINK_JUICE	WODA ZYWIEC GAZ
SWEETS	PRINCESSA MLECZNA MAXI
DAIRY_CHESSE	PALUSZKI BESKIDZKIE DELIKAT
SOCKS_THIGHTS	RAJSTOPY DEN
CHEMISTRY	LUDWIK UNIWERSALNY
SWEETS	ORANZADA PROSZKU SUPER
DAIRY_CHESSE	JOGOBELLA MNIEJ CUKRU
CHEMISTRY	TECZKA BIALA WIAZANA
MEAT	KIE BASA ZIELONOGŁRSKA
BREAD	CHLEB KROJONY
SWEETS	MARMOLADA STOVIT
DAIRY_CHESSE	DESER JANA WANILIOWY
GENERAL_FOOD	KIE BASA BIA OIK KUHNIA STAR
BEER	PIWO ZYWIEC ALK ZWR
COFFEE TEA	KAWA NESCAFE CLASSIC
DAIRY_CHESSE	GOS MLEKO TUBA KAKAO GOSTYN
VEGETABLES	WARZYWA PATELNIE AZJA NORDIS
SWEETS	CIASTKA MILKA CHOCO WAFER
CHEWING_GUM_LOLIPOPS	GUMA WRIGLEYS FRUIT LIS
VEGETABLES	POMIDOR POLSKI POLNY
CHEMISTRY	HELP PLYN UKANIA KWIATOWY
DRINK_JUICE	WODA NESTTLE GAZ
DAIRY_CHESSE	GOS SMIETANKA GOSTYN
SWEETS	GOPL CUKIERKI MIETA
CHIPS_FLAKES	CHRUPKI PODUSZKI MIKUS
WINE_ALCOHOL 18%	WINO FRESCO ROZOWE
ICE_CREAMS_FROZEN	LODY JAK DAWNIEJ MIETA
SWEETS	MILKA OREO
ICE_CREAMS_FROZEN	LODY ROLADA LORAL
DRINK_JUICE	WODA PRIMAWERA GAZ
CHEMISTRY	PERSIL COLD
DRINK_JUICE	NAP TYMBARK ASPET JAB GRUSZKA
DAIRY_CHESSE	MASLANKA TRUSK MLEKOWITA
GENERAL	CIASTKA TWIN SZT MILK
CHEMISTRY	MYDLO ARKO EXTRA
ICE_CREAMS_FROZEN	PIEROGI RUSKIE
CHEWING_GUM_LOLIPOPS	BUBLE GUM SZT
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	PROSZEK PIECZ CYKORIA
CHEMISTRY	MYDLO ARKO MIOD
CANNED_PATE	PAPRYKARZ SZCZECIN LOSOS
SPICES	GELLWE SODA OCZYSZCZONA
BEER	PIWO FOX PUSZKA JASNE
CIGARETTES	PAP LINK MINT
VEGETABLES	SUROWKA POROWA KUBEK
CHEMISTRY	MYDLO PALMOLIVE
DRINK_JUICE	PEPSI CHERRY
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	DZEM SLONECZNY OGROD TRUSKAWKOWY
CANNED_PATE	PIEROGI SEREM OWOC TACKA
DRINK_JUICE	WODA CISOWIANKA GAZ
DAIRY_CHESSE	MLEKO ZAG
DRINK_JUICE	WODA USTRONIANKA GAZ GREJFRUT
CIGARETTES	PAP MARLBORO GOLD
CANNED_PATE	PROFI PASZTET FIRMOWY
ICE_CREAMS_FROZEN	WARZYWA PATELNIE WIEJSKIE
CHEMISTRY	LUDWIK NACZYN MIETOW
CIGARETTES	TYTO VICEROY BLU
MEAT	KASZANKA
CHEMISTRY	ZMYWAK KUCHENNY MALY SZT
VEGETABLES	POR
TABLETS	TABLETKI WITAMIN
ICE_CREAMS_FROZEN	LODY ROZEK SERNIKOWY
GENERAL_FOOD	WIN BUDYN CZEKOLADOWY
GENERAL_FOOD	WIN SOS PIECZENIOWY JASNY
BREAD	DROZDZOWKA DROZDZOWA
BEER	PIWO SAMERSBY PUSZKA
CHEMISTRY	PLYN AJAX OPTIMAL
VODKA_ALCOHOL	NAP SPIR ADKOWA MIETA
WINE_ALCOHOL 18%	WINO WALDWEIN JAGOGA ODKIE
GENERAL	CZARNUSZKA
DRINK_JUICE	WODA PRIMAVERA GAZ
BREAD	CHLEB DUZY KROJONY
SOCKS_THIGHTS	RAJSTOPY DEN INEZ
GENERAL_FOOD	WAFLE RYZOWE SOLONE
DAIRY_CHESSE	DROZDZE PIEKARSKIE
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	KAMIS MUSZTARDA ROSYJSKA
FISH	FORTUNA SZKLO JABLKO
ICE_CREAMS_FROZEN	ZUPA OGORKOWA
ICE_CREAMS_FROZEN	LODY SOLO POMARANCZOWY
CHEMISTRY	SERWETKI PAPIEROWE SZT
ICE_CREAMS_FROZEN	LODY MILK KORAL
CHEMISTRY	KOREKTOR SZTYFCIE
SWEETS	CUKIERKI PUDROWE LUZ
CIGARETTES	PAP LUCKY STRIKE RED
COFFEE TEA	LIPTON EARL GREY SZT
GENERAL	BATERIA WARTA ALKAICZNA
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	SLIWKI SUSZONE KRESTO
DRINK_JUICE	NAP TYMBARK MALIN MIETA
GENERAL_FOOD	KIELBASA SLASKA
MEAT	KIE BASA KRUCHA WEDZARNI
GROATS_RICE_PASTA	MAKARON ABAK BABUNI JAJ
VEGETABLES	SKORUPKA KAPUSTA CZERWONA
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	WODKA STOCK PRESTIGE
DRINK_JUICE	KUBUS MUS TRUSKAWKA
VEGETABLES	CUKINIA
VEGETABLES	SKORUPKA BURACZKI WIORKI
GENERAL_FOOD	PIZZA SZYNKA PIECZARKI
MEAT	KABANOS WIELKOPOLSKI
GENERAL	BANKI MYDLANE
TABLETS	PLASTER POLSKI LEK CIECIA
ICE_CREAMS_FROZEN	ZUPA KREM CZERWONYCH WARZYW
CIGARETTES	PAP RGD MINT
CIGARETTES	PAP BLACK
GENERAL_FOOD	CUKIER PUDER DIAMANT
FISH	LARUS DORSZ GALARECIE
CIGARETTES	PAP PAL MAL KLIK
VODKA_ALCOHOL	NAP SPIR CYTRYNOWKA
VODKA_ALCOHOL	WODKA ZUBROWKA BIALA
PET'S FOOD	KARMA PEDIGREE JUNIOR
ICE_CREAMS_FROZEN	JOGURT ZOTT SERDUSZKO
SWEETS	PETITKI LUBISIE MORELA
SWEETS	JAJKA WIELKANOCNE BARON LUZ
CHEMISTRY	PLYN SILAN SENSUAL
COFFEE TEA	HER GRANULOW INDYJ CONSUM
SWEETS	ANDRUTY FURMANIAK
DAIRY_CHESSE	GOS SMIETANKA GOSTYN
TABLETS	TABLETKI IBUPROM SZT
GENERAL_FOOD	FASOLA ROLMOK
FISH	PAPRYKARZ SZCZECINSKI FALA
SOCKS_THIGHTS	RAJSTOPY DEN INEZ
BEER	PIWO LECH SHANDY BUT
DAIRY_CHESSE	JOGURT SKYR WANILIA
DAIRY_CHESSE	GOS MASLANKA NATURALNA
DRINK_JUICE	NAP SPRITE GAZ
DRINK_JUICE	NAP BLACK PUSZKA
DAIRY_CHESSE	CHRUPKI KUKURYDZIANE
BREAD	PYZY DRO OWE GRZESKOWIAK
VODKA_ALCOHOL	NAP SPIR ABSOLWENT CYTR
DAIRY_CHESSE	GOS MLEKO UHT GOSTYN
ICE_CREAMS_FROZEN	LODY JAK DAWNIEJ SMIET WISNIA
CHEWING_GUM_LOLIPOPS	GUMA ORBIT BAG PEPPERMINT
CHEMISTRY	KLEJ KROPELKA
CHEMISTRY	PUR BALSAAM
DAIRY_CHESSE	GOS MASLO GOSTYN
SWEETS	DELICJE WISNIOWE WEDEL
GROATS_RICE_PASTA	MAK LUBELLA KŁLKA MINI
CHEMISTRY	TASMA PAKOWA SZEROKA
VODKA_ALCOHOL	WODKA SOPLICA
BEER	PIWO ZYWIEC BUT
VODKA_ALCOHOL	WODKA ZUBRŁWKA BIA
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	WIN ROSO KOGUTEK KOST
TABLETS	PLASTER POLSKI LEK OPATRUNKOWY
CIGARETTES	PAP ROTMANSY BLU
ICE_CREAMS_FROZEN	LODY COFFE LATTE
SWEETS	PETITKI LUBISIE OWOCE LESNE
CANNED_PATE	PIEROGI SEM GRZESKOWIAK
CHEMISTRY	BREF FORMU POWER
VODKA_ALCOHOL	WHISKY TANNER
SWEETS	WEDEL BATON GORZKIEJ CZEKOL
DRINK_JUICE	WODA ZYWIEC LIMON GAZ
CHEMISTRY	GILLETTE PIANKA GOL MAN
BEER	PIWO LECH SHANDY BUT
GENERAL_FOOD	SKORUPKA SALATKA WARZYWNA
OCCASIONAL	KLEJ MAGICZNY TUBA
SWEETS	ZELKI WAWEL KWASNE
DRINK_JUICE	NAP COCA COLA PUSZKA
GENERAL	ODNIK KRASNYSTAW
COFFEE TEA	KAWA ASTRA MIELONA
GENERAL_FOOD	MIGDALY KALIFORNIJSKIE HELIO
SWEETS	ZAJACZEK CZEKOLADY
DAIRY_CHESSE	MLEKO LOWICKIE
VEGETABLES	BRZOSKWINA SZT
ICE_CREAMS_FROZEN	LODY BIG MILK SMIET
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	SLIWKI SUSZONE KRESTO
MEAT	KIELBASA PIECZONA
CIGARETTES	PAP GOLD
OILS	OLEJ LNIANY
ICE_CREAMS_FROZEN	BRUKSELKA
BREAD	TORCIK DUZY DOLCZEWSKI
DRINK_JUICE	STAR CHIPS SER ZIEMNIAKI
SPICES	GALEO PRZYPRAWA FLAKOW
GENERAL_FOOD	SOL KAMIENNA KLODAWA
CIGARETTES	PAP CHESTERFILD BLU
ICE_CREAMS_FROZEN	LODY PIPI KAKAOWE
CHEMISTRY	KREM GOLENIA WARS
DRINK_JUICE	ZBYSZKO LEMONIADA ARO CYT MIETA
DAIRY_CHESSE	DANIO WARSTWY
DRINK_JUICE	NAP TYMBARK JAB BRZOSK
DRINK_JUICE	WODA KOKOSOWA MARAKUI
CHEMISTRY	PLUKANIA KONC
ICE_CREAMS_FROZEN	PIZZA SZYNKAI PIECZARKA
SPICES	CUKIER WANILIOWY
VODKA_ALCOHOL	WODKA SASKA CZYSYA
DAIRY_CHESSE	GRATKA PICIA TRUSK
DRINK_JUICE	WODA KOKOSOWA GRANATEM
CIGARETTES	PAP RED
DISHES_FOR_CHILDREN	KASZKA NESTLE MALINA
DRINK_JUICE	WODA ZYWIEC CYTRYNA
DAIRY_CHESSE	BAKOMA MEN GREJF ZURAWINA
DRINK_JUICE	NAP VERONI LIFE CYTRYNA GAZ
DRINK_JUICE	NAP NAPPI JABLKOWY
GENERAL_FOOD	SERNIK
CHEMISTRY	ZMYWACZ PAZNOKCI
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	SER BRIE PRESI NATURALNY
DRINK_JUICE	WODA MUSZYNIANKA PLUS
GENERAL_FOOD	WAFLE RYZOEE PESTKAMI DYNI SONKO
SPICES	GALEO PIEPRZ CZARNY MIELONY
BEER	PIWO BOJAN STRAZACKIE
GENERAL_FOOD	CIASTKA OREO
SWEETS	BUDYN SLODKA CHWILA
PET'S FOOD	KARMA PEDIGREE ADULT WOL
DRINK_JUICE	WODA ZYWIEC DELIKATNIE GAZOWANA
VODKA_ALCOHOL	NAP SPIR CYTRYNOWKA
GENERAL_FOOD	KAPUSTA KISZONA LUZ
CHEWING_GUM_LOLIPOPS	GUMA ORBIT BAG WINTERFRESH
GENERAL	LIZAK LOLLIPOP
DRINK_JUICE	NAP CAPRIO CZER POMARANCZA
DRINK_JUICE	WODA PRIMAVERA GAZ
WINE_ALCOHOL 18%	WINO SPECIAL CHERRY
SWEETS	LODY CIEPLE DUZE
VEGETABLES	CZOSNEK POLSKI
BREAD	CHLEB KROJONY
VEGETABLES	SUROWKA KUBEK
GENERAL	SOK ARONIA
VEGETABLES	KAPUSTA WLOSKA SZT
EGGS	JAJA LIPOWCZYK SZT
DRINK_JUICE	ZBYSZKO ORZNZADA CZERW GAZ
DRINK_JUICE	KUBUS WOTER WODA
FISH	SZPROT POMID LISNER
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	PUDL KETCHUP PIKANTNY
ICE_CREAMS_FROZEN	LODY GRZESKI
DRINK_JUICE	NAP CAPRIO SOCZYSTE CZERW WINOGRONO
GENERAL_FOOD	NAP AQA GAZ ZURAWINA
CHEMISTRY	BAMBINO OLIWKA DLA DZIECI
CIGARETTES	PAP CAMEL SUBTLE
GENERAL	SOK CZARNEGO BZU
OILS	MARGARYNA NIEZB DNA MAS
BREAD	CHLEB PSZENNY
ICE_CREAMS_FROZEN	LODY KIBICA
DRINK_JUICE	NAP TYMBARK ASPET JAB RABARBER
DAIRY_CHESSE	KEFIR LOWICZ
SPICES	CYKORIA KURKUMA
DRINK_JUICE	WODA ZYWIEC GAZ
GENERAL_FOOD	WIN POMYS EBERKA
BREAD	CHLEB WIEJSKI
BEER	PIWO BYCZE ZWROT
CHEMISTRY	PLATKI KOSM BELLA KWADRAT SZT
VEGETABLES	ZAPIEKANKA PIECZARKA
GENERAL_FOOD	POPCORN
DRINK_JUICE	ORANZADA BUT ZWROTNEJ
FISH	FILETY SLEDZIOWE OPIEKANE
DAIRY_CHESSE	SER SMAZONY KOWALEW
DRINK_JUICE	WODA ZYWIEC GAZ
SWEETS	SCHOGETTEN CZEK TIRAMIS
MEAT	METKA CEBULOWA
GENERAL_FOOD	KAKAO PUCHATEK
CHEMISTRY	PLASTRY FAMILI
VEGETABLES	KALAREPA SZT
VEGETABLES	BANAN
TABLETS	TABLETKI APAP SASZETKA TAB
BREAD	CHLEB WIEJSKI
CHEMISTRY	REKAWICE JEDNORAZOWE
GENERAL_FOOD	WIN POMYS EBERKA
